AgeMonths,IntakeHour,OutcomeHour,AgeAtOutcomeMonths,Breed_Freq,Color_Freq,Animal Type_dog,Sex upon Intake_intact male,Sex upon Intake_neutered male,Sex upon Intake_spayed female,Sex upon Intake_unknown,Intake Type_euthanasia request,Intake Type_owner surrender,Intake Type_public assist,Intake Type_stray,Intake Type_wildlife,Intake Condition_agonal,Intake Condition_behavior,Intake Condition_congenital,Intake Condition_feral,Intake Condition_injured,Intake Condition_med attn,Intake Condition_med urgent,Intake Condition_medical,Intake Condition_neonatal,Intake Condition_neurologic,Intake Condition_normal,Intake Condition_nursing,Intake Condition_other,Intake Condition_parvo,Intake Condition_pregnant,Intake Condition_sick,Intake Condition_space,Intake Condition_unknown,IntakeWeekday_Monday,IntakeWeekday_Saturday,IntakeWeekday_Sunday,IntakeWeekday_Thursday,IntakeWeekday_Tuesday,IntakeWeekday_Wednesday,OutcomeWeekday_Monday,OutcomeWeekday_Saturday,OutcomeWeekday_Sunday,OutcomeWeekday_Thursday,OutcomeWeekday_Tuesday,OutcomeWeekday_Wednesday,True,Pred_RF,Pred_LGB,TrueName,PredName_RF,PredName_LGB
5.0,11,13,6.0,0.05086499275799095,0.10453682629074193,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,4,0,adoption,transfer,adoption
108.0,14,14,113.0,0.04404580908084961,0.006684239409124032,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,3,3,transfer,return to owner,return to owner
6.0,12,13,8.0,0.0029597776118463074,0.028590192250600503,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
36.0,11,17,40.0,0.0019162086058457856,0.021015320672562232,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
84.0,16,19,85.0,0.000908624737983213,0.016580152397060014,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,3,3,adoption,return to owner,return to owner
24.0,16,9,28.0,0.0035895175292604154,0.028590192250600503,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4,0,0,transfer,adoption,adoption
72.0,17,17,81.0,0.01904513435950952,0.031100155635722448,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
2.0,12,0,3.0,0.003076729310794642,0.020637476722113766,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,4,0,4,transfer,adoption,transfer
24.0,18,12,34.0,0.01904513435950952,0.009931898126073932,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,3,3,adoption,return to owner,return to owner
36.0,15,18,47.0,0.05086499275799095,0.015392642838507697,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,0,transfer,adoption,adoption
120.0,13,16,122.0,0.04404580908084961,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,3,3,transfer,return to owner,return to owner
3.0,11,14,4.0,0.07260001619331216,0.021429149761148646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3,0,0,return to owner,adoption,adoption
24.0,17,14,25.0,0.04404580908084961,0.031100155635722448,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4,3,4,transfer,return to owner,transfer
12.0,16,13,16.0,0.001511375801793859,0.021015320672562232,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,3,3,adoption,return to owner,return to owner
24.0,13,16,30.0,0.14435438164038253,0.06934336119182778,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,2,0,transfer,euthanasia,adoption
7.0,10,18,8.0,0.0013224538265696267,0.10453682629074193,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0,died,adoption,adoption
24.0,13,17,24.0,0.07260001619331216,0.023561269195822125,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,2,2,return to owner,euthanasia,euthanasia
132.0,11,14,134.0,0.023066473546425326,0.0013944241028455249,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
24.0,17,18,24.0,0.22815477207913132,0.016346248999163347,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3,4,3,return to owner,transfer,return to owner
4.0,10,13,5.0,0.054355551157372006,0.02701584245706523,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4,0,0,transfer,adoption,adoption
24.0,17,15,31.0,0.01904513435950952,0.0037064692282087496,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,3,0,adoption,return to owner,adoption
2.0,14,9,5.0,0.0008996284534487257,0.08703005658662973,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,4,4,adoption,transfer,transfer
24.0,15,16,26.0,0.054355551157372006,0.031100155635722448,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,3,0,transfer,return to owner,adoption
5.0,11,18,6.0,0.22815477207913132,0.10453682629074193,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,0,0,return to owner,adoption,adoption
36.0,17,15,37.0,0.14435438164038253,0.0189191863760267,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,0,0,transfer,adoption,adoption
96.0,17,9,99.0,0.012504835502937286,0.023561269195822125,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,4,adoption,died,transfer
5.0,21,11,7.0,0.07260001619331216,0.000593754779276159,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,4,4,adoption,transfer,transfer
12.0,8,17,19.0,0.14435438164038253,0.03474365087218979,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,2,0,adoption,euthanasia,adoption
24.0,12,17,26.0,0.01904513435950952,0.0033106327086913105,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,2,0,adoption,euthanasia,adoption
1.0,16,8,2.0,0.01128134080624702,0.019953759097492734,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,died,adoption,adoption
8.0,9,14,9.0,0.14435438164038253,0.013530411939868835,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,2,0,adoption,euthanasia,adoption
36.0,11,13,37.0,0.023066473546425326,0.08703005658662973,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4,3,0,transfer,return to owner,adoption
48.0,18,12,50.0,0.04404580908084961,0.024649819624495084,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,3,3,transfer,return to owner,return to owner
